bioguide_id,state,party,full_name,url,twitter,twitter_id,facebook,id.bioguide,social.twitter,social.facebook,social.youtube_id,social.twitter_id,social.youtube,social.instagram,social.instagram_id
J000305,CA,Democrat,Sara Jacobs,https://sarajacobs.house.gov,RepSaraJacobs,1.3451039058694554e+18,RepSaraJacobs,J000305,RepSaraJacobs,RepSaraJacobs,,1345103905869455361,,repsarajacobs,
B000825,CO,Republican,Lauren Boebert,https://boebert.house.gov,RepBoebert,1.3429897566119076e+18,RepBoebert,B000825,RepBoebert,RepBoebert,,1342989756611907584,,,
C001039,FL,Republican,Kat Cammack,https://cammack.house.gov,RepKatCammack,1.3443256389839872e+18,RepKatCammack,C001039,RepKatCammack,RepKatCammack,,1344325638983987201,,repkatcammack,
F000472,FL,Republican,Scott Franklin,https://franklin.house.gov,RepFranklin,1.3436647213843988e+18,RepFranklin,F000472,RepFranklin,RepFranklin,,1343664721384398849,@RepFranklin,RepFranklin,
D000032,FL,Republican,Byron Donalds,https://donalds.house.gov,RepDonaldsPress,1.3439686460502835e+18,,D000032,RepDonaldsPress,,,1343968646050283522,UCjy0W7sksMz37IYY27tAZNQ,byrondonalds,
G000593,FL,Republican,Carlos A. Gimenez,https://gimenez.house.gov,RepCarlos,1.3436791950341038e+18,RepCarlosGimenez,G000593,RepCarlos,RepCarlosGimenez,,1343679195034103808,,repcarlosfl,
S000168,FL,Republican,Maria Elvira Salazar,https://salazar.house.gov,RepMariaSalazar,1.325928411689349e+18,RepMariaSalazar,S000168,RepMariaSalazar,RepMariaSalazar,,1325928411689349120,,repmariasalazar,
W000788,GA,Democrat,Nikema Williams,https://nikemawilliams.house.gov,RepNikema,1.3454617973615043e+18,RepNikemaWilliams,W000788,RepNikema,RepNikemaWilliams,,1345461797361504259,,repnikema,
C001116,GA,Republican,Andrew S. Clyde,https://clyde.house.gov,Rep_Clyde,1.3570173615686943e+18,RepresentativeClyde,C001116,Rep_Clyde,RepresentativeClyde,,1357017361568694274,UC-o-UOnLuu8pZxZpShG4s7A,repclyde,
G000596,GA,Republican,Marjorie Taylor Greene,https://greene.house.gov,RepMTG,1.3443565767868662e+18,RepMTGreene,G000596,RepMTG,RepMTGreene,,1344356576786866176,,repmtg,
H001091,IA,Republican,Ashley Hinson,https://hinson.house.gov,RepAshleyHinson,1.3407833043044106e+18,RepAshleyHinson,H001091,RepAshleyHinson,RepAshleyHinson,,1340783304304410625,,,
M001215,IA,Republican,Mariannette Miller-Meeks,https://millermeeks.house.gov,RepMMM,1.345807954604413e+18,RepMMM,M001215,RepMMM,RepMMM,,1345807954604412929,,,
F000446,IA,Republican,Randy Feenstra,https://feenstra.house.gov,RepFeenstra,1.3451353637618524e+18,repfeenstra,F000446,RepFeenstra,repfeenstra,,1345135363761852416,,,
M001211,IL,Republican,Mary E. Miller,https://marymiller.house.gov,RepMaryMiller,1.3436566359071252e+18,RepMaryMiller,M001211,RepMaryMiller,RepMaryMiller,,1343656635907125250,,,
M001214,IN,Democrat,Frank J. Mrvan,https://mrvan.house.gov,RepMrvan,1.3462050460363776e+18,RepMrvan,M001214,RepMrvan,RepMrvan,,1346205046036377601,,,
S000929,IN,Republican,Victoria Spartz,https://spartz.house.gov,RepSpartz,1.3448452014796636e+18,RepSpartz,S000929,RepSpartz,RepSpartz,,1344845201479663621,,,
M000871,KS,Republican,Tracey Mann,https://mann.house.gov,RepMann,1.345825008887722e+18,Congressman-Tracey-Mann-105522931489227,M000871,RepMann,Congressman-Tracey-Mann-105522931489227,,1345825008887721986,,reptraceymann,
A000148,MA,Democrat,Jake Auchincloss,https://auchincloss.house.gov,RepAuchincloss,1.330278736554582e+18,RepAuchincloss,A000148,RepAuchincloss,RepAuchincloss,,1330278736554582016,RepAuchincloss,,
M001136,MI,Republican,Lisa C. McClain,https://mcclain.house.gov,RepLisaMcClain,1.3440322924324372e+18,RepLisaMcClain,M001136,RepLisaMcClain,RepLisaMcClain,,1344032292432437248,,replisamcclain,
F000470,MN,Republican,Michelle Fischbach,https://fischbach.house.gov,RepFischbach,1.3443752874847232e+18,repfischbach,F000470,RepFischbach,repfischbach,,1344375287484723205,UCAxs5zhFdAkGbkRnuC3osDw,repfischbach,
R000305,NC,Democrat,Deborah K. Ross,https://ross.house.gov,RepDeborahRoss,1.348683154815656e+18,RepDeborahRoss,R000305,RepDeborahRoss,RepDeborahRoss,,1348683154815655940,,repdeborahross,
L000273,NM,Democrat,Teresa Leger Fernandez,https://fernandez.house.gov,RepTeresaLF,1.3451478459266703e+18,RepTeresaLF,L000273,RepTeresaLF,RepTeresaLF,,1345147845926670337,@rep.teresalegerfernandez8059,repteresalf,
G000597,NY,Republican,Andrew R. Garbarino,https://garbarino.house.gov,RepGarbarino,1.3443496504474337e+18,RepAndrewGarbarino,G000597,RepGarbarino,RepAndrewGarbarino,,1344349650447433729,,,
M000317,NY,Republican,Nicole Malliotakis,https://malliotakis.house.gov,RepMalliotakis,1.3447505880269005e+18,RepNicole,M000317,RepMalliotakis,RepNicole,,1344750588026900481,,,
T000486,NY,Democrat,Ritchie Torres,https://ritchietorres.house.gov,RepRitchie,1.2764037572245463e+18,RepRitchie,T000486,RepRitchie,RepRitchie,,1276403757224546304,@RepRitchie,repritchie,
B000740,OK,Republican,Stephanie I. Bice,https://bice.house.gov,RepBice,1.3442601962275553e+18,RepStephanieBice,B000740,RepBice,RepStephanieBice,,1344260196227555334,,,
B000668,OR,Republican,Cliff Bentz,https://bentz.house.gov,RepBentz,1.3457888659116564e+18,RepBentz,B000668,RepBentz,RepBentz,,1345788865911656454,,repbentz,
M000194,SC,Republican,Nancy Mace,https://mace.house.gov,RepNancyMace,1.343597700542038e+18,RepNancyMace,M000194,RepNancyMace,RepNancyMace,,1343597700542038017,,repnancymace,
H001086,TN,Republican,Diana Harshbarger,https://harshbarger.house.gov,RepHarshbarger,1.3457872851791626e+18,RepDianaHarshbarger,H001086,RepHarshbarger,RepDianaHarshbarger,,1345787285179162624,,,
F000246,TX,Republican,Pat Fallon,https://fallon.house.gov,RepPatFallon,1.3432580427045274e+18,RepPatFallon,F000246,RepPatFallon,RepPatFallon,,1343258042704527362,RepPatFallon,RepPatFallon,
P000048,TX,Republican,August Pfluger,https://pfluger.house.gov,RepPfluger,1.341120751399809e+18,RepAugustPfluger,P000048,RepPfluger,RepAugustPfluger,,1341120751399809026,UC8bJT16wpa7co50ELvpMTTg,repaugustpfluger,
J000304,TX,Republican,Ronny Jackson,https://jackson.house.gov,RepRonnyJackson,1.3419034656106865e+18,RepRonnyJackson,J000304,RepRonnyJackson,RepRonnyJackson,,1341903465610686464,,RepRonnyJackson,
N000026,TX,Republican,Troy E. Nehls,https://nehls.house.gov,RepTroyNehls,1.3473182888508252e+18,RepTroyNehls,N000026,RepTroyNehls,RepTroyNehls,,1347318288850825217,,reptroynehls,
G000594,TX,Republican,Tony Gonzales,https://gonzales.house.gov,RepTonyGonzales,1.343627416120533e+18,RepTonyGonzales,G000594,RepTonyGonzales,RepTonyGonzales,,1343627416120532992,,,
V000134,TX,Republican,Beth Van Duyne,https://vanduyne.house.gov,RepBethVanDuyne,1.3396332593497457e+18,RepBethVanDuyne,V000134,RepBethVanDuyne,RepBethVanDuyne,,1339633259349745670,,repbethvanduyne,
M001213,UT,Republican,Blake D. Moore,https://blakemoore.house.gov,RepBlakeMoore,1.3374525960935875e+18,RepBlakeMoore,M001213,RepBlakeMoore,RepBlakeMoore,,1337452596093587462,@RepBlakeMoore,repblakemoore,
O000086,UT,Republican,Burgess Owens,https://owens.house.gov,RepBurgessOwens,1.3444812176856924e+18,CongressmanBurgessOwens,O000086,RepBurgessOwens,CongressmanBurgessOwens,,1344481217685692416,UCxeB7xjbLDJM9Yw6brXsX6Q,repburgessowens,
S001159,WA,Democrat,Marilyn Strickland,https://strickland.house.gov,RepStricklandWA,1.3436465459552133e+18,RepStricklandWA,S001159,RepStricklandWA,RepStricklandWA,,1343646545955213312,,repstricklandwa,
F000471,WI,Republican,Scott Fitzgerald,https://fitzgerald.house.gov,RepFitzgerald,1004891731.0,CongressmanScottFitzgerald,F000471,RepFitzgerald,CongressmanScottFitzgerald,,1004891731,,,
P000145,CA,Democrat,Alex Padilla,https://www.padilla.senate.gov,SenAlexPadilla,1.3512362677076541e+18,SenAlexPadilla,P000145,SenAlexPadilla,SenAlexPadilla,,1351236267707654145,,SenAlexPadilla,
O000174,GA,Democrat,Jon Ossoff,https://www.ossoff.senate.gov,SenOssoff,1.3567142658944082e+18,SenOssoff,O000174,SenOssoff,SenOssoff,,1356714265894408196,,jonossoff,
W000790,GA,Democrat,Raphael G. Warnock,https://www.warnock.senate.gov,SenatorWarnock,1.3522879978536223e+18,SenatorWarnock,W000790,SenatorWarnock,SenatorWarnock,,1352287997853622273,senatorwarnock,,
T000478,NY,Republican,Claudia Tenney,https://tenney.house.gov,RepTenney,7.972010484904305e+17,RepClaudiaTenney,T000478,RepTenney,RepClaudiaTenney,,797201048490430465,,,
L000595,LA,Republican,Julia Letlow,https://letlow.house.gov,RepJuliaLetlow,1.382395679700439e+18,repjulialetlow,L000595,RepJuliaLetlow,repjulialetlow,,1382395679700439041,,,
C001125,LA,Democrat,Troy A. Carter,https://troycarter.house.gov,RepTroyCarter,1.3527603042712412e+18,RepTroyCarter,C001125,RepTroyCarter,RepTroyCarter,,1352760304271241218,,,
S001218,NM,Democrat,Melanie A. Stansbury,https://stansbury.house.gov,Rep_Stansbury,1.4045199925829427e+18,RepStansbury,S001218,Rep_Stansbury,RepStansbury,,1404519992582942724,,,
E000071,TX,Republican,Jake Ellzey,https://ellzey.house.gov,RepEllzey,1.3665238682534584e+18,RepJakeEllzey,E000071,RepEllzey,RepJakeEllzey,,1366523868253458437,,,
B001313,OH,Democrat,Shontel M. Brown,https://shontelbrown.house.gov,RepShontelBrown,1.4563810915987005e+18,RepShontelBrown,B001313,RepShontelBrown,RepShontelBrown,,1456381091598700556,,,
C001126,OH,Republican,Mike Carey,https://carey.house.gov,RepMikeCarey,1.457745193197781e+18,RepMikeCarey,C001126,RepMikeCarey,RepMikeCarey,,1457745193197780993,@congressmanmikecarey,,
C001127,FL,Democrat,Sheila Cherfilus-McCormick,https://cherfilus-mccormick.house.gov,,,congresswomanSCM,C001127,,congresswomanSCM,,,,,
F000474,NE,Republican,Mike Flood,https://flood.house.gov,USRepMikeFlood,,Congressman-Mike-Flood-101986952582058,F000474,USRepMikeFlood,Congressman-Mike-Flood-101986952582058,,,,,
F000475,MN,Republican,Brad Finstad,https://finstad.house.gov,RepFinstad,,RepFinstad,F000475,RepFinstad,RepFinstad,,,@repfinstad,repfinstad,
R000579,NY,Democrat,Patrick Ryan,https://patryan.house.gov,RepPatRyanNY,1.5694008491300495e+18,,R000579,RepPatRyanNY,,,1569400849130049537,,,
Y000067,IN,Republican,Rudy Yakym III,https://yakym.house.gov,RepRudyYakym,1.6056656328586076e+18,RepRudyYakym,Y000067,RepRudyYakym,RepRudyYakym,,1605665632858607617,,,
Z000018,MT,Republican,Ryan K. Zinke,https://zinke.house.gov,RepRyanZinke,,RepRyanZinke,Z000018,RepRyanZinke,RepRyanZinke,,,,RepRyanZinke,
B001319,AL,Republican,Katie Boyd Britt,https://www.britt.senate.gov,SenKatieBritt,,senkatiebritt,B001319,SenKatieBritt,senkatiebritt,,,UCbrYQF8n5ftTPqn8ZNo5vYw,senkatiebritt,
S001227,MO,Republican,Eric Schmitt,https://www.schmitt.senate.gov,SenEricSchmitt,,116059838031776,S001227,SenEricSchmitt,116059838031776,,,@senericschmitt,senericschmitt,
F000479,PA,Democrat,John Fetterman,https://www.fetterman.senate.gov,,,SenFettermanPA,F000479,,SenFettermanPA,,,,senfettermanpa,
S001220,AL,Republican,Dale W. Strong,https://strong.house.gov,RepDaleStrong,,repdalestrong,S001220,RepDaleStrong,repdalestrong,,,,repdalestrong,
C001132,AZ,Republican,Elijah Crane,https://crane.house.gov,RepEliCrane,1.6088912059027948e+18,100088851021670,C001132,RepEliCrane,100088851021670,,1608891205902794753,@rep.elicrane,,
C001133,AZ,Republican,Juan Ciscomani,https://ciscomani.house.gov,RepCiscomani,1.6035309705937756e+18,100089186535085,C001133,RepCiscomani,100089186535085,,1603530970593775616,UCD329AYGX7YnMMSUaTKWHwA,repjuanciscomani,
K000401,CA,Republican,Kevin Kiley,https://kiley.house.gov,RepKiley,1.6103569614758093e+18,100089382125341,K000401,RepKiley,100089382125341,,1610356961475809280,@repkevinkiley,,
M001225,CA,Democrat,Kevin Mullin,https://kevinmullin.house.gov,RepKevinMullin,1.610411994888409e+18,CongressmanKevinMullin,M001225,RepKevinMullin,CongressmanKevinMullin,,1610411994888409088,UCAenuXjUZagZyD4HQL7_2ZA,repkevinmullin,
K000400,CA,Democrat,Sydney Kamlager-Dove,https://kamlager-dove.house.gov,RepKamlagerDove,,RepKamlagerDove,K000400,RepKamlagerDove,RepKamlagerDove,,,,rep_kamlagerdove,
G000598,CA,Democrat,Robert Garcia,https://robertgarcia.house.gov,RepRobertGarcia,1.6027921958780477e+18,reprobertgarcia,G000598,RepRobertGarcia,reprobertgarcia,,1602792195878047744,,RepRobertGarcia,
P000620,CO,Democrat,Brittany Pettersen,https://pettersen.house.gov,reppettersen,,repbrittanypettersen,P000620,reppettersen,repbrittanypettersen,,,,reppettersen,
B001314,FL,Republican,Aaron Bean,https://bean.house.gov,RepAaronBean,1.60492755008136e+18,100089355874563,B001314,RepAaronBean,100089355874563,,1604927550081359875,,RepAaronBean,
M001216,FL,Republican,Cory Mills,https://mills.house.gov,RepMillsPress,,100089218152197,M001216,RepMillsPress,100089218152197,,,,repcorymills,
F000476,FL,Democrat,Maxwell Frost,https://frost.house.gov,RepMaxwellFrost,1.608494113174823e+18,RepMaxwellFrost,F000476,RepMaxwellFrost,RepMaxwellFrost,,1608494113174822925,,RepMaxwellFrost,
L000596,FL,Republican,Anna Paulina Luna,https://luna.house.gov,RepLuna,1.6102308352899236e+18,,L000596,RepLuna,,,1610230835289923584,@RepLuna,repluna,
L000597,FL,Republican,Laurel M. Lee,https://laurellee.house.gov,RepLaurelLee,1.608230657796227e+18,RepLaurelLee,L000597,RepLaurelLee,RepLaurelLee,,1608230657796227072,,replaurellee,
M001217,FL,Democrat,Jared Moskowitz,https://moskowitz.house.gov,RepMoskowitz,1.61000902774383e+18,RepMoskowitz,M001217,RepMoskowitz,RepMoskowitz,,1610009027743830018,@RepMoskowitz,repmoskowitz,
M001218,GA,Republican,Richard McCormick,https://mccormick.house.gov,RepMcCormick,1.6106894839297802e+18,100089135203690,M001218,RepMcCormick,100089135203690,,1610689483929780225,,reprichmccormick,
C001129,GA,Republican,Mike Collins,https://collins.house.gov,RepMikeCollins,1.6010307711244083e+18,RepMikeCollinsGA,C001129,RepMikeCollins,RepMikeCollinsGA,,1601030771124408325,,repmikecollins,
M001219,GU,Republican,James C. Moylan,https://moylan.house.gov,JMoylanforGuam,,100089324793869,M001219,JMoylanforGuam,100089324793869,,,,repjamesmoylan,
T000487,HI,Democrat,Jill N. Tokuda,https://tokuda.house.gov,RepJillTokuda,1.6107304775638057e+18,RepJillTokuda,T000487,RepJillTokuda,RepJillTokuda,,1610730477563805699,UCBXwZrEZWQiSXebInVuYuvw,repjilltokuda,
N000193,IA,Republican,Zachary Nunn,https://nunn.house.gov,ZachNunn,1.610323831809364e+18,RepZachNunn,N000193,ZachNunn,RepZachNunn,,1610323831809363971,UCHcM0qd2GQ2CbOHSGZ06rrA,repzachnunn,
J000309,IL,Democrat,Jonathan L. Jackson,https://jonathanjackson.house.gov,,,repjackson,J000309,,repjackson,,,,repjackson,
R000617,IL,Democrat,Delia C. Ramirez,https://ramirez.house.gov,repdeliaramirez,,Repdeliaramirez,R000617,repdeliaramirez,Repdeliaramirez,,,,repdeliaramirez,
B001315,IL,Democrat,Nikki Budzinski,https://budzinski.house.gov,RepNikkiB,1.6034767139959112e+18,RepNikkiBudzinski,B001315,RepNikkiB,RepNikkiBudzinski,,1603476713995911168,UCp0Ykb-qUGx3ekTH9MIEK-w,repnikki,
S001225,IL,Democrat,Eric Sorensen,https://sorensen.house.gov,RepEricSorensen,1.6114417947046748e+18,,S001225,RepEricSorensen,,,1611441794704674828,,repericsorensen,
H001093,IN,Republican,Erin Houchin,https://houchin.house.gov,RepHouchin,1.6036943487255265e+18,RepHouchin,H001093,RepHouchin,RepHouchin,,1603694348725526528,,rephouchin,
M001220,KY,Democrat,Morgan McGarvey,https://mcgarvey.house.gov,RepMcGarvey,1.610300298303787e+18,RepMcGarvey,M001220,RepMcGarvey,RepMcGarvey,,1610300298303787008,,repmcgarvey,
I000058,MD,Democrat,Glenn Ivey,https://ivey.house.gov,RepGlennIvey,1.6101116938366648e+18,RepGlennIvey,I000058,RepGlennIvey,RepGlennIvey,,1610111693836664834,,repglennivey,
S001221,MI,Democrat,Hillary J. Scholten,https://scholten.house.gov,RepScholten,,100089476625799,S001221,RepScholten,100089476625799,,,,RepScholten,
J000307,MI,Republican,John James,https://james.house.gov,RepJames,,RepJohnJames,J000307,RepJames,RepJohnJames,,,@RepJohnJames,RepJohnJames,
T000488,MI,Democrat,Shri Thanedar,https://thanedar.house.gov,RepShriThanedar,1.6107192752658022e+18,CongressmanShriThanedar,T000488,RepShriThanedar,CongressmanShriThanedar,,1610719275265802253,,RepShriThanedar,
A000379,MO,Republican,Mark Alford,https://alford.house.gov,RepMarkAlford,,100089595940547,A000379,RepMarkAlford,100089595940547,,,@RepAlford,RepMarkAlford,
B001316,MO,Republican,Eric Burlison,https://burlison.house.gov,RepEricBurlison,1.6063425947655905e+18,100089208900263,B001316,RepEricBurlison,100089208900263,,1606342594765590528,UCuJFygzYhGiXMZHjhTQy20w,RepEricBurlison,
E000235,MS,Republican,Mike Ezell,https://ezell.house.gov,RepEzell,1.6027880047493448e+18,repezell,E000235,RepEzell,repezell,,1602788004749344768,UCseRXy2_n4j97lndfkQ_hAw,repmikeezell,
D000230,NC,Democrat,Donald G. Davis,https://dondavis.house.gov,RepDonDavis,,RepDonDavis,D000230,RepDonDavis,RepDonDavis,,,,RepDonDavis,
F000477,NC,Democrat,Valerie P. Foushee,https://foushee.house.gov,ValerieFoushee,1.6114711547320607e+18,RepValerieFoushee,F000477,ValerieFoushee,RepValerieFoushee,,1611471154732060692,@RepValerieFoushee,repvaleriefoushee,
E000246,NC,Republican,Chuck Edwards,https://edwards.house.gov,RepEdwards,1.6027480997928796e+18,RepChuckEdwards,E000246,RepEdwards,RepChuckEdwards,,1602748099792879616,,repchuckedwards,
K000398,NJ,Republican,"Thomas H. Kean, Jr.",https://kean.house.gov,CongressmanKean,1.6074227576706417e+18,CongressmanKean,K000398,CongressmanKean,CongressmanKean,,1607422757670641665,,congressmankean,
M001226,NJ,Democrat,Robert Menendez,https://menendez.house.gov,RepMenendez,1.603468242852397e+18,repmenendez,M001226,RepMenendez,repmenendez,,1603468242852397057,,repmenendez,
V000136,NM,Democrat,Gabe Vasquez,https://vasquez.house.gov,RepGabeVasquez,,100089328694464,V000136,RepGabeVasquez,100089328694464,,,,RepGabeVasquez,
L000598,NY,Republican,Nick LaLota,https://lalota.house.gov,RepLaLota,1.5885811251774423e+18,replalota,L000598,RepLaLota,replalota,,1588581125177442305,,replalota,
G000599,NY,Democrat,Daniel S. Goldman,https://goldman.house.gov,RepDanGoldman,1.6100195553713725e+18,RepDanGoldman,G000599,RepDanGoldman,RepDanGoldman,,1610019555371372544,,repdangoldman,
L000599,NY,Republican,Michael Lawler,https://lawler.house.gov,RepMikeLawler,1.5903720470158868e+18,RepMikeLawler,L000599,RepMikeLawler,RepMikeLawler,,1590372047015886853,@RepMikeLawler,RepMikeLawler,
L000600,NY,Republican,Nicholas A. Langworthy,https://langworthy.house.gov,RepLangworthy,,RepLangworthy,L000600,RepLangworthy,RepLangworthy,,,,replangworthy,
L000601,OH,Democrat,Greg Landsman,https://landsman.house.gov,repgreglandsman,,RepGregLandsman,L000601,repgreglandsman,RepGregLandsman,,,,repgreglandsman,
M001222,OH,Republican,Max L. Miller,https://maxmiller.house.gov,repmaxmiller,,CongressmanMaxMiller,M001222,repmaxmiller,CongressmanMaxMiller,,,@RepMaxMiller,repmaxmiller,
S001223,OH,Democrat,Emilia Strong Sykes,https://sykes.house.gov,RepEmiliaSykes,1.6115278357425193e+18,repemiliasykes,S001223,RepEmiliaSykes,repemiliasykes,,1611527835742519297,@repemiliasykes,RepEmiliaSykes,
B001317,OK,Republican,Josh Brecheen,https://brecheen.house.gov,repbrecheen,,100089040632497,B001317,repbrecheen,100089040632497,,,UCSX3nV53o-1-e0nFA6pPs2w,repbrecheen,
H001094,OR,Democrat,Val T. Hoyle,https://hoyle.house.gov,repvalhoyle,1.6128651964894126e+18,repvalhoyle,H001094,repvalhoyle,repvalhoyle,,1612865196489412608,,RepHoyle,
S001226,OR,Democrat,Andrea Salinas,https://salinas.house.gov,repsalinas,,RepSalinas,S001226,repsalinas,RepSalinas,,,,repsalinas,
L000602,PA,Democrat,Summer L. Lee,https://summerlee.house.gov,RepSummerLee,,RepSummerLee,L000602,RepSummerLee,RepSummerLee,,,UCqQJ44qlkVxWV5N12YeacyA,repsummerlee,
D000530,PA,Democrat,Christopher R. Deluzio,https://deluzio.house.gov,RepDeluzio,1.6089343167799214e+18,RepChrisDeluzio,D000530,RepDeluzio,RepChrisDeluzio,,1608934316779921408,,RepDeluzio,
M001223,RI,Democrat,Seth Magaziner,https://magaziner.house.gov,Rep_Magaziner,,repsethmagaziner,M001223,Rep_Magaziner,repsethmagaziner,,,,,
F000478,SC,Republican,Russell Fry,https://fry.house.gov,RepRussellFry,1.603514304354984e+18,reprussellfry,F000478,RepRussellFry,reprussellfry,,1603514304354983941,@reprussellfry,reprussellfry,
O000175,TN,Republican,Andrew Ogles,https://ogles.house.gov,repogles,,RepAndyOgles,O000175,repogles,RepAndyOgles,,,,repandyogles,
M001224,TX,Republican,Nathaniel Moran,https://moran.house.gov,RepNateMoran,,RepNateMoran,M001224,RepNateMoran,RepNateMoran,,,@RepNateMoran,RepNateMoran,
S001224,TX,Republican,Keith Self,https://keithself.house.gov,repkeithself,,repkeithself,S001224,repkeithself,repkeithself,,,,repkeithself,
L000603,TX,Republican,Morgan Luttrell,https://luttrell.house.gov,RepLuttrell,1.6030280434544476e+18,100089328790942,L000603,RepLuttrell,100089328790942,,1603028043454447621,,repluttrelltx,
D000594,TX,Republican,Monica De La Cruz,https://delacruz.house.gov,RepMonicaDLC,,RepMonicaDLC,D000594,RepMonicaDLC,RepMonicaDLC,,,@RepMonicaDLC,RepMonicaDLC,
C001130,TX,Democrat,Jasmine Crockett,https://crockett.house.gov,RepJasmine,1.6099744436311572e+18,RepJasmine,C001130,RepJasmine,RepJasmine,,1609974443631157248,,RepJasmine,
C001131,TX,Democrat,Greg Casar,https://casar.house.gov,RepCasar,1.499512178013057e+18,RepCasar,C001131,RepCasar,RepCasar,,1499512178013057032,,RepCasar,
H001095,TX,Republican,Wesley Hunt,https://hunt.house.gov,RepWesleyHunt,1.6027510017563116e+18,RepWesleyHunt,H001095,RepWesleyHunt,RepWesleyHunt,,1602751001756311556,,repwph,
K000399,VA,Republican,Jennifer A. Kiggans,https://kiggans.house.gov,RepJenKiggans,,repjenkiggans,K000399,RepJenKiggans,repjenkiggans,,,@repjenkiggans,repjenkiggans,
B001318,VT,Democrat,Becca Balint,https://balint.house.gov,RepBeccaB,1.6061151782103654e+18,repbeccab,B001318,RepBeccaB,repbeccab,,1606115178210365448,YouTubeChannelID,repbeccab,
G000600,WA,Democrat,Marie Gluesenkamp Perez,https://gluesenkampperez.house.gov,RepMGP,1.6031278745124536e+18,RepMGP,G000600,RepMGP,RepMGP,,1603127874512453632,@repmgp,repmgp,
V000135,WI,Republican,Derrick Van Orden,https://vanorden.house.gov,RepVanOrden,1.5987780144012698e+18,RepVanOrden,V000135,RepVanOrden,RepVanOrden,,1598778014401269760,,RepVanOrden,
H001096,WY,Republican,Harriet M. Hageman,https://hageman.house.gov,RepHageman,,,H001096,RepHageman,,,,@rephageman,,
R000618,NE,Republican,Pete Ricketts,https://www.ricketts.senate.gov,SenatorRicketts,,SenatorRicketts,R000618,SenatorRicketts,SenatorRicketts,,,@SenatorRicketts,SenatorRicketts,
M001227,VA,Democrat,Jennifer L. McClellan,https://mcclellan.house.gov,RepMcClellan,,,M001227,RepMcClellan,,,,,repmcclellan,
A000380,RI,Democrat,Gabe Amo,https://amo.house.gov,RepGabeAmo,,61553581414066,A000380,RepGabeAmo,61553581414066,,,,repgabeamo,
M001228,UT,Republican,Celeste Maloy,https://maloy.house.gov,RepMaloyUtah,,61555755717517,M001228,RepMaloyUtah,61555755717517,,,@RepCelesteMaloy,RepCelesteMaloy,
S001201,NY,Democrat,Thomas R. Suozzi,https://suozzi.house.gov,reptomsuozzi,,RepTomSuozzi,S001201,reptomsuozzi,RepTomSuozzi,,,,,
K000402,NY,Democrat,Timothy M. Kennedy,https://kennedy.house.gov,reptimkennedy,,reptimkennedy,K000402,reptimkennedy,reptimkennedy,,,@reptimkennedy,reptimkennedy,
F000480,CA,Republican,Vince Fong,https://fong.house.gov,RepVinceFong,,,F000480,RepVinceFong,,,,,repvincefong,
R000619,OH,Republican,Michael A. Rulli,https://rulli.house.gov,,,,,,,,,,,
M001229,NJ,Democrat,LaMonica McIver,https://mciver.house.gov,RepLaMonica,,RepLaMonica,M001229,RepLaMonica,RepLaMonica,,,,replamonica,
W000829,WI,Republican,Tony Wied,https://wied.house.gov,RepTonyWied,,61568624194199,W000829,RepTonyWied,61568624194199,,,,reptonywied,
F000110,LA,Democrat,Cleo Fields,https://fields.house.gov,repfields,,Congressman-Cleo-Fields,F000110,repfields,Congressman-Cleo-Fields,,,,repcleofields_,
S001188,IN,Republican,Marlin A. Stutzman,https://stutzman.house.gov,RepStutzman,,repstutzman,S001188,RepStutzman,repstutzman,,,,repstutzman,
C001123,CA,Democrat,"Gilbert Ray Cisneros, Jr.",https://cisneros.house.gov,,,RepGilCisneros,C001123,,RepGilCisneros,,,,repgilcisneros,
A000382,MD,Democrat,Angela D. Alsobrooks,https://www.alsobrooks.senate.gov,,,SenatorAlsobrooks,A000382,,SenatorAlsobrooks,,,,sen_alsobrooks,
S001232,MT,Republican,Tim Sheehy,https://www.sheehy.senate.gov,,,,,,,,,,,
M001242,OH,Republican,Bernie Moreno,https://www.moreno.senate.gov,berniemoreno,,,M001242,berniemoreno,,,,,Berniemorenoforohio,
M001243,PA,Republican,David McCormick,https://www.mccormick.senate.gov,,,SenMcCormickPA,M001243,,SenMcCormickPA,,,@SenMcCormickPA,senmccormickpa,
B001323,AK,Republican,Nicholas J. Begich III,https://begich.house.gov,repnickbegich,,RepNickBegich,B001323,repnickbegich,RepNickBegich,,,,RepNickBegich,
F000481,AL,Democrat,Shomari Figures,https://figures.house.gov,repscfigures,,congressman.shomari.figures,F000481,repscfigures,congressman.shomari.figures,,,,repscfigures,
A000381,AZ,Democrat,Yassamin Ansari,https://ansari.house.gov,RepYassAnsari,,RepYassAnsari,A000381,RepYassAnsari,RepYassAnsari,,,,RepYassAnsari,
H001098,AZ,Republican,Abraham J. Hamadeh,https://hamadeh.house.gov,,,,,,,,,,,
S001231,CA,Democrat,Lateefah Simon,https://simon.house.gov,RepLSimon,,RepLSimon,S001231,RepLSimon,RepLSimon,,,,RepLSimon,
G000605,CA,Democrat,Adam Gray,https://gray.house.gov,RepAdamGrayCA,,repadamgrayca,G000605,RepAdamGrayCA,repadamgrayca,,,,repadamgrayca,
L000607,CA,Democrat,Sam T. Liccardo,https://liccardo.house.gov,repliccardo,,,L000607,repliccardo,,,,,repliccardo,
